consolidated_longitude,consolidated_latitude,nbre_pdc,code_departement,point
-4.436,48.388193,2,29,POINT (-4.436 48.388193)
-4.435186,48.388218,2,29,POINT (-4.435186 48.388218)
-4.430538,48.497616,2,29,POINT (-4.430538 48.497616)
-4.425199,48.440343,5,29,POINT (-4.425199 48.440343)
-4.424026,47.985855,2,29,POINT (-4.424026 47.985855)
-4.418989,48.247986,2,29,POINT (-4.418989 48.247986)
-4.414799,48.080925,2,29,POINT (-4.414799 48.080925)
-4.411448,48.633446,2,29,POINT (-4.411448 48.633446)
-4.408368,48.399504,6,29,POINT (-4.408368 48.399504)
-4.408285,48.436954,4,29,POINT (-4.408285 48.436954)
-4.40016,48.435581,2,29,POINT (-4.40016 48.435581)
-4.391973,48.401993,2,29,POINT (-4.391973 48.401993)
-4.377489,48.381631,6,29,POINT (-4.377489 48.381631)
-4.375518,47.817368,2,29,POINT (-4.375518 47.817368)
-4.374469,48.471878,2,29,POINT (-4.374469 48.471878)
-4.370741,48.37197,2,29,POINT (-4.370741 48.37197)
-4.367066,48.644726,2,29,POINT (-4.367066 48.644726)
-4.354569,48.231087,2,29,POINT (-4.354569 48.231087)
-4.350408,48.384312,2,29,POINT (-4.350408 48.384312)
-4.34803255,48.38331171,8,29,POINT (-4.34803255 48.38331171)
-4.34581395,48.09107669,14,29,POINT (-4.34581395 48.09107669)
-4.341825,48.09568,2,29,POINT (-4.341825 48.09568)
-4.338243,48.000721,2,29,POINT (-4.338243 48.000721)
-4.335426,48.561989,2,29,POINT (-4.335426 48.561989)
-4.330149,48.092033,2,29,POINT (-4.330149 48.092033)
-4.326797,48.664791,2,29,POINT (-4.326797 48.664791)
-4.326583,48.043823,2,29,POINT (-4.326583 48.043823)
-4.32102,48.086506,2,29,POINT (-4.32102 48.086506)
-4.320383,48.573498,2,29,POINT (-4.320383 48.573498)
-4.317977,48.245838,2,29,POINT (-4.317977 48.245838)
-4.317882,48.082424,4,29,POINT (-4.317882 48.082424)
-4.315567,48.427998,2,29,POINT (-4.315567 48.427998)
-4.311651,48.538128,2,29,POINT (-4.311651 48.538128)
-4.30713,48.383247,2,29,POINT (-4.30713 48.383247)
-4.299168,48.608871,2,29,POINT (-4.299168 48.608871)
-4.29887,48.6106,2,29,POINT (-4.29887 48.6106)
-4.289413,48.48246,2,29,POINT (-4.289413 48.48246)
-4.287279,47.819499,4,29,POINT (-4.287279 47.819499)
-4.284916,47.841686,2,29,POINT (-4.284916 47.841686)
-4.280342,47.796131,2,29,POINT (-4.280342 47.796131)
-4.280146,47.901947,2,29,POINT (-4.280146 47.901947)
-4.276989,47.79454,2,29,POINT (-4.276989 47.79454)
-4.27096,47.981709,2,29,POINT (-4.27096 47.981709)
-4.270626,48.397804,2,29,POINT (-4.270626 48.397804)
-4.262154,48.361095,2,29,POINT (-4.262154 48.361095)
-4.261381,48.444599,2,29,POINT (-4.261381 48.444599)
-4.257667,48.358511,2,29,POINT (-4.257667 48.358511)
-4.256995,48.065521,2,29,POINT (-4.256995 48.065521)
-4.255886,48.453716,2,29,POINT (-4.255886 48.453716)
-4.251662,48.449455,2,29,POINT (-4.251662 48.449455)
-4.237425,47.871485,2,29,POINT (-4.237425 47.871485)
-4.235011,48.180679,2,29,POINT (-4.235011 48.180679)
-4.228642,47.824329,2,29,POINT (-4.228642 47.824329)
-4.224656,47.870659,2,29,POINT (-4.224656 47.870659)
-4.224541,47.862942,2,29,POINT (-4.224541 47.862942)
-4.224181,47.866322,2,29,POINT (-4.224181 47.866322)
-4.221155,48.125313,2,29,POINT (-4.221155 48.125313)
-4.219731,47.934741,2,29,POINT (-4.219731 47.934741)
-4.217891,47.88036,2,29,POINT (-4.217891 47.88036)
-4.214177,48.370193,2,29,POINT (-4.214177 48.370193)
-4.211916,48.098244,2,29,POINT (-4.211916 48.098244)
-4.211429,48.617405,2,29,POINT (-4.211429 48.617405)
-4.211415,48.513668,2,29,POINT (-4.211415 48.513668)
-4.207378,48.016224,2,29,POINT (-4.207378 48.016224)
-4.203651,48.472099,2,29,POINT (-4.203651 48.472099)
-4.190454,48.07729,2,29,POINT (-4.190454 48.07729)
-4.18113,47.979057,2,29,POINT (-4.18113 47.979057)
-4.176747,48.293953,2,29,POINT (-4.176747 48.293953)
-4.176036,48.658459,2,29,POINT (-4.176036 48.658459)
-4.174933,47.832439,2,29,POINT (-4.174933 47.832439)
-4.169128997067261,48.29857071204624,3,29,POINT (-4.169128997067261 48.29857071204624)
-4.167864,47.845467,2,29,POINT (-4.167864 47.845467)
-4.165494,48.219227,2,29,POINT (-4.165494 48.219227)
-4.160853,48.328011,2,29,POINT (-4.160853 48.328011)
-4.153028,47.935135,2,29,POINT (-4.153028 47.935135)
-4.139651,48.159222,2,29,POINT (-4.139651 48.159222)
-4.132028,48.593161,2,29,POINT (-4.132028 48.593161)
-4.1279,47.986479,2,29,POINT (-4.1279 47.986479)
-4.123075,47.874435,2,29,POINT (-4.123075 47.874435)
-4.119875,48.11594,2,29,POINT (-4.119875 48.11594)
-4.116132,47.876938,2,29,POINT (-4.116132 47.876938)
-4.115754,47.910778,2,29,POINT (-4.115754 47.910778)
-4.112415,48.605137,2,29,POINT (-4.112415 48.605137)
-4.10767,47.983077,8,29,POINT (-4.10767 47.983077)
-4.106747,47.87693,2,29,POINT (-4.106747 47.87693)
-4.106417,47.999485,2,29,POINT (-4.106417 47.999485)
-4.104504,47.993977,2,29,POINT (-4.104504 47.993977)
-4.104016,48.663445,2,29,POINT (-4.104016 48.663445)
-4.102162,47.871059,2,29,POINT (-4.102162 47.871059)
-4.102052,47.999451,2,29,POINT (-4.102052 47.999451)
-4.095822,48.006672,2,29,POINT (-4.095822 48.006672)
-4.095428,48.010571,2,29,POINT (-4.095428 48.010571)
-4.093842,48.00309,2,29,POINT (-4.093842 48.00309)
-4.093657,48.013607,2,29,POINT (-4.093657 48.013607)
-4.093426,48.194569,2,29,POINT (-4.093426 48.194569)
-4.08726284,48.2001145,4,29,POINT (-4.08726284 48.2001145)
-4.085618,48.553905,2,29,POINT (-4.085618 48.553905)
-4.083755,48.031239,4,29,POINT (-4.083755 48.031239)
-4.08335,47.984688,2,29,POINT (-4.08335 47.984688)
-4.08129056,48.0158875,10,29,POINT (-4.08129056 48.0158875)
-4.079161,48.405582,2,29,POINT (-4.079161 48.405582)
-4.078652,48.689281,2,29,POINT (-4.078652 48.689281)
-4.072221,48.509758,2,29,POINT (-4.072221 48.509758)
-4.072012,47.9832,2,29,POINT (-4.072012 47.9832)
-4.068542,48.511307,2,29,POINT (-4.068542 48.511307)
-4.067573,48.241135,2,29,POINT (-4.067573 48.241135)
-4.06554,47.973234,3,29,POINT (-4.06554 47.973234)
-4.064729,47.89743,2,29,POINT (-4.064729 47.89743)
-4.057633,48.091808,2,29,POINT (-4.057633 48.091808)
-4.056725,48.211137,2,29,POINT (-4.056725 48.211137)
-4.05468501,48.51455695,11,29,POINT (-4.05468501 48.51455695)
-4.05468,48.51454,2,29,POINT (-4.05468 48.51454)
-4.052872,48.515488,4,29,POINT (-4.052872 48.515488)
-4.051803,47.999352,2,29,POINT (-4.051803 47.999352)
-4.0513394,48.51453622,2,29,POINT (-4.0513394 48.51453622)
-4.05061,48.21619,4,29,POINT (-4.05061 48.21619)
-4.048031,48.000971,2,29,POINT (-4.048031 48.000971)
-4.045589,47.906719,2,29,POINT (-4.045589 47.906719)
-4.038806,47.981294,4,56,POINT (-4.038806 47.981294)
-4.038069,48.578644,2,29,POINT (-4.038069 48.578644)
-4.033356,47.982139,2,29,POINT (-4.033356 47.982139)
-4.02973957,47.90055518,4,29,POINT (-4.02973957 47.90055518)
-4.02938061,47.9004567,2,29,POINT (-4.02938061 47.9004567)
-4.02585,48.702991,2,29,POINT (-4.02585 48.702991)
-4.025843143463135,47.98262405395508,2,29,POINT (-4.025843143463135 47.98262405395508)
-4.024456,48.008377,2,29,POINT (-4.024456 48.008377)
-4.02287,47.935459,2,29,POINT (-4.02287 47.935459)
-4.02284172,47.89907447,2,29,POINT (-4.02284172 47.89907447)
-4.019182,47.982768,2,29,POINT (-4.019182 47.982768)
-4.012943,47.895412,2,29,POINT (-4.012943 47.895412)
-4.011984,47.891369,2,29,POINT (-4.011984 47.891369)
-4.002561,48.101925,2,29,POINT (-4.002561 48.101925)
-3.99773851,48.67870648,10,29,POINT (-3.99773851 48.67870648)
-3.989944,48.631069,2,29,POINT (-3.989944 48.631069)
-3.988846,48.678314,2,29,POINT (-3.988846 48.678314)
-3.9879523,48.6675565,4,29,POINT (-3.9879523 48.6675565)
-3.98622,48.686703,2,29,POINT (-3.98622 48.686703)
-3.985369,48.724209,2,29,POINT (-3.985369 48.724209)
-3.980556,48.722633,2,29,POINT (-3.980556 48.722633)
-3.977736,47.909428,2,29,POINT (-3.977736 47.909428)
-3.975574,48.104568,2,29,POINT (-3.975574 48.104568)
-3.969462,48.225613,2,29,POINT (-3.969462 48.225613)
-3.956018,48.413948,2,29,POINT (-3.956018 48.413948)
-3.955801,48.302963,2,29,POINT (-3.955801 48.302963)
-3.946151,48.521469,2,29,POINT (-3.946151 48.521469)
-3.937679,47.966953,2,29,POINT (-3.937679 47.966953)
-3.924636,47.877735,2,29,POINT (-3.924636 47.877735)
-3.9177,47.87339,2,29,POINT (-3.9177 47.87339)
-3.917199,47.870399,2,29,POINT (-3.917199 47.870399)
-3.91355,48.667358,2,29,POINT (-3.91355 48.667358)
-3.909739,47.872265,2,29,POINT (-3.909739 47.872265)
-3.90760516,47.90089427,2,29,POINT (-3.90760516 47.90089427)
-3.901737,47.921692,2,29,POINT (-3.901737 47.921692)
-3.89678,48.301083,2,29,POINT (-3.89678 48.301083)
-3.890398,47.996445,2,29,POINT (-3.890398 47.996445)
-3.885427,48.164818,2,29,POINT (-3.885427 48.164818)
-3.880052,47.840631,2,29,POINT (-3.880052 47.840631)
-3.878658,48.551712,2,29,POINT (-3.878658 48.551712)
-3.874457,48.5084,2,29,POINT (-3.874457 48.5084)
-3.862684,48.106586,2,29,POINT (-3.862684 48.106586)
-3.851396,47.854599,2,29,POINT (-3.851396 47.854599)
-3.850635,47.855431,2,29,POINT (-3.850635 47.855431)
-3.8498481,47.9641685,5,29,POINT (-3.8498481 47.9641685)
-3.843285,48.575516,2,29,POINT (-3.843285 48.575516)
-3.836316,47.906761,2,29,POINT (-3.836316 47.906761)
-3.836133,48.13726,2,29,POINT (-3.836133 48.13726)
-3.833975,48.578419,6,29,POINT (-3.833975 48.578419)
-3.832769,47.960244,2,29,POINT (-3.832769 47.960244)
-3.832747,48.060768,2,29,POINT (-3.832747 48.060768)
-3.83211,48.58287,2,29,POINT (-3.83211 48.58287)
-3.829561,47.958473,2,29,POINT (-3.829561 47.958473)
-3.8293749,48.5750142,1,29,POINT (-3.8293749 48.5750142)
-3.82614,48.253262,2,29,POINT (-3.82614 48.253262)
-3.822053,48.640057,2,29,POINT (-3.822053 48.640057)
-3.8195264,48.19529571,4,29,POINT (-3.8195264 48.19529571)
-3.818973,48.192974,2,29,POINT (-3.818973 48.192974)
-3.817576,48.575111,2,29,POINT (-3.817576 48.575111)
-3.817317,48.592746,2,29,POINT (-3.817317 48.592746)
-3.80166,47.889305,2,29,POINT (-3.80166 47.889305)
-3.799367,48.153252,2,29,POINT (-3.799367 48.153252)
-3.792689,48.696903,2,29,POINT (-3.792689 48.696903)
-3.791397,47.818333,2,29,POINT (-3.791397 47.818333)
-3.790468,48.534348,2,29,POINT (-3.790468 48.534348)
-3.789187,47.844714,6,29,POINT (-3.789187 47.844714)
-3.752462,47.856537,2,29,POINT (-3.752462 47.856537)
-3.750712,48.362984,2,29,POINT (-3.750712 48.362984)
-3.71976362,48.0198099,4,29,POINT (-3.71976362 48.0198099)
-3.717236,48.645733,2,29,POINT (-3.717236 48.645733)
-3.71709,48.1266,2,56,POINT (-3.71709 48.1266)
-3.712219,48.520206,2,29,POINT (-3.712219 48.520206)
-3.709654,48.667439,2,29,POINT (-3.709654 48.667439)
-3.706109,47.926643,2,29,POINT (-3.706109 47.926643)
-3.704378,47.926427,6,29,POINT (-3.704378 47.926427)
-3.702015,48.025848,2,29,POINT (-3.702015 48.025848)
-3.70173,48.567532,2,29,POINT (-3.70173 48.567532)
-3.700252,47.93338,2,29,POINT (-3.700252 47.93338)
-3.691156,47.843136,2,29,POINT (-3.691156 47.843136)
-3.678202,48.433521,2,29,POINT (-3.678202 48.433521)
-3.675449,48.621498,2,29,POINT (-3.675449 48.621498)
-3.63257,48.654836,1,22,POINT (-3.63257 48.654836)
-3.631332,47.812168,2,29,POINT (-3.631332 47.812168)
-3.625437,48.66224,4,22,POINT (-3.625437 48.66224)
-3.623005,47.958649,2,29,POINT (-3.623005 47.958649)
-3.605561,47.857525,2,29,POINT (-3.605561 47.857525)
-3.605536,48.566917,2,29,POINT (-3.605536 48.566917)
-3.60098,48.141,2,56,POINT (-3.60098 48.141)
-3.586496,47.795624,2,29,POINT (-3.586496 47.795624)
-3.584976,47.868935,2,29,POINT (-3.584976 47.868935)
-3.583797,48.515305,2,29,POINT (-3.583797 48.515305)
-3.582887,47.900269,2,29,POINT (-3.582887 47.900269)
-3.577855,48.771084,2,22,POINT (-3.577855 48.771084)
-3.576228,48.277264,2,29,POINT (-3.576228 48.277264)
-3.567519,48.683102,2,22,POINT (-3.567519 48.683102)
-3.56233,48.284034,2,29,POINT (-3.56233 48.284034)
-3.55986421,48.28278413,6,29,POINT (-3.55986421 48.28278413)
-3.552851,47.871124,2,29,POINT (-3.552851 47.871124)
-3.552238,47.868786,2,29,POINT (-3.552238 47.868786)
-3.546339,47.874336,2,29,POINT (-3.546339 47.874336)
-3.539367,48.275612,2,29,POINT (-3.539367 48.275612)
-3.536914,47.959827,2,29,POINT (-3.536914 47.959827)
-3.530413,47.862077,2,29,POINT (-3.530413 47.862077)
-3.52617,47.7724,2,56,POINT (-3.52617 47.7724)
-3.523392,48.679855,2,22,POINT (-3.523392 48.679855)
-3.52067,47.90242,2,29,POINT (-3.52067 47.90242)
-3.518977,48.806386,4,22,POINT (-3.518977 48.806386)
-3.517615,48.784696,1,22,POINT (-3.517615 48.784696)
-3.517125,48.771851,2,22,POINT (-3.517125 48.771851)
-3.513626,48.832668,2,22,POINT (-3.513626 48.832668)
-3.49935,48.0322,2,56,POINT (-3.49935 48.0322)
-3.4989,47.7342,2,56,POINT (-3.4989 47.7342)
-3.49312,47.7926,2,56,POINT (-3.49312 47.7926)
-3.49143,48.1038,2,56,POINT (-3.49143 48.1038)
-3.48967,48.030602,2,56,POINT (-3.48967 48.030602)
-3.478167,47.937088,2,29,POINT (-3.478167 47.937088)
-3.476426,48.764144,4,22,POINT (-3.476426 48.764144)
-3.473512,48.611415,1,22,POINT (-3.473512 48.611415)
-3.470821,48.757046,1,22,POINT (-3.470821 48.757046)
-3.47037,48.613342,2,22,POINT (-3.47037 48.613342)
-3.468731,47.821635,2,56,POINT (-3.468731 47.821635)
-3.467023,48.606523,1,22,POINT (-3.467023 48.606523)
-3.461947,47.860291,2,29,POINT (-3.461947 47.860291)
-3.46104976,48.74956787,2,22,POINT (-3.46104976 48.74956787)
-3.45815291,48.75110645,4,22,POINT (-3.45815291 48.75110645)
-3.456394,48.727578,2,22,POINT (-3.456394 48.727578)
-3.4544,47.7032,2,56,POINT (-3.4544 47.7032)
-3.453745,48.731562,1,22,POINT (-3.453745 48.731562)
-3.45201,48.75015,6,22,POINT (-3.45201 48.75015)
-3.449318,48.607483,2,22,POINT (-3.449318 48.607483)
-3.4488,47.6415,2,56,POINT (-3.4488 47.6415)
-3.447615,48.705162,2,22,POINT (-3.447615 48.705162)
-3.44691,48.55727,2,22,POINT (-3.44691 48.55727)
-3.444974,48.815392,2,22,POINT (-3.444974 48.815392)
-3.4439074,48.7338036,3,22,POINT (-3.4439074 48.7338036)
-3.44269536,47.80292247,2,56,POINT (-3.44269536 47.80292247)
-3.441761,48.807404,2,22,POINT (-3.441761 48.807404)
-3.440174,47.901684,2,29,POINT (-3.440174 47.901684)
-3.4351,48.733781,4,22,POINT (-3.4351 48.733781)
-3.4332,47.9944,2,56,POINT (-3.4332 47.9944)
-3.4318883,48.4062218,3,22,POINT (-3.4318883 48.4062218)
-3.42737,47.7346,2,56,POINT (-3.42737 47.7346)
-3.42677,47.7369,2,56,POINT (-3.42677 47.7369)
-3.423825,48.283971,2,22,POINT (-3.423825 48.283971)
-3.41565,47.7903,2,56,POINT (-3.41565 47.7903)
-3.415043,47.93594,2,29,POINT (-3.415043 47.93594)
-3.413295,48.794518,2,22,POINT (-3.413295 48.794518)
-3.41064,48.0606,2,56,POINT (-3.41064 48.0606)
-3.40196,47.7667,2,56,POINT (-3.40196 47.7667)
-3.39986,47.8334,2,56,POINT (-3.39986 47.8334)
-3.397579,48.222214,2,22,POINT (-3.397579 48.222214)
-3.396323,48.545696,2,22,POINT (-3.396323 48.545696)
-3.39381,47.9955,2,56,POINT (-3.39381 47.9955)
-3.39355,47.74,2,56,POINT (-3.39355 47.74)
-3.391797,47.762636,8,56,POINT (-3.391797 47.762636)
-3.38936,48.1453,2,56,POINT (-3.38936 48.1453)
-3.388876662426765,47.746397109392944,6,56,POINT (-3.388876662426765 47.746397109392944)
-3.38746,47.7427,2,56,POINT (-3.38746 47.7427)
-3.386452,48.807682,2,22,POINT (-3.386452 48.807682)
-3.38592,47.7613,2,56,POINT (-3.38592 47.7613)
-3.385595,47.706284,2,56,POINT (-3.385595 47.706284)
-3.382645,47.706029,2,56,POINT (-3.382645 47.706029)
-3.38255,47.7362,2,56,POINT (-3.38255 47.7362)
-3.37854,47.7629,2,56,POINT (-3.37854 47.7629)
-3.37788,47.7532,2,56,POINT (-3.37788 47.7532)
-3.375791,47.735093,6,56,POINT (-3.375791 47.735093)
-3.375787,47.735083,2,56,POINT (-3.375787 47.735083)
-3.37338,47.7318,2,56,POINT (-3.37338 47.7318)
-3.36819,47.7468,2,56,POINT (-3.36819 47.7468)
-3.3669,47.754,2,56,POINT (-3.3669 47.754)
-3.36597,47.7354,2,56,POINT (-3.36597 47.7354)
-3.36581,47.7489,2,56,POINT (-3.36581 47.7489)
-3.3657,47.7487,2,56,POINT (-3.3657 47.7487)
-3.36487,47.7519,2,56,POINT (-3.36487 47.7519)
-3.3622,47.7537,2,56,POINT (-3.3622 47.7537)
-3.36112,47.7498,2,56,POINT (-3.36112 47.7498)
-3.36004,47.749,2,56,POINT (-3.36004 47.749)
-3.3596,47.7305,2,56,POINT (-3.3596 47.7305)
-3.358388,48.812908,2,22,POINT (-3.358388 48.812908)
-3.35777,47.7079,2,56,POINT (-3.35777 47.7079)
-3.35627,47.7465,4,56,POINT (-3.35627 47.7465)
-3.34964,47.7633,2,56,POINT (-3.34964 47.7633)
-3.348974,47.779781,2,56,POINT (-3.348974 47.779781)
-3.347963,48.672264,2,22,POINT (-3.347963 48.672264)
-3.344864,47.776331,15,56,POINT (-3.344864 47.776331)
-3.3432,47.7237,2,56,POINT (-3.3432 47.7237)
-3.3430991,47.7741831,5,56,POINT (-3.3430991 47.7741831)
-3.342592,48.76889,2,22,POINT (-3.342592 48.76889)
-3.34107,47.7743,2,56,POINT (-3.34107 47.7743)
-3.341,47.8103,2,56,POINT (-3.341 47.8103)
-3.34079459,47.81132803,2,56,POINT (-3.34079459 47.81132803)
-3.34054,48.0995,2,56,POINT (-3.34054 48.0995)
-3.340143,48.566673,2,22,POINT (-3.340143 48.566673)
-3.33951,47.781386,2,56,POINT (-3.33951 47.781386)
-3.33756327,47.77843796,2,56,POINT (-3.33756327 47.77843796)
-3.33673,47.8876,2,56,POINT (-3.33673 47.8876)
-3.33653,47.9172,2,56,POINT (-3.33653 47.9172)
-3.33412213,47.91795631,4,56,POINT (-3.33412213 47.91795631)
-3.32667051,47.78896545,2,56,POINT (-3.32667051 47.78896545)
-3.324557,47.726101,2,56,POINT (-3.324557 47.726101)
-3.32281,47.8756,2,56,POINT (-3.32281 47.8756)
-3.31849,48.008,2,56,POINT (-3.31849 48.008)
-3.3166210651397705,47.789737701416016,2,56,POINT (-3.3166210651397705 47.789737701416016)
-3.316225,48.234554,2,22,POINT (-3.316225 48.234554)
-3.313114,48.242321,1,22,POINT (-3.313114 48.242321)
-3.3103,47.7122,2,56,POINT (-3.3103 47.7122)
-3.305036,48.777443,2,22,POINT (-3.305036 48.777443)
-3.300457,48.630089,2,22,POINT (-3.300457 48.630089)
-3.295977,48.242535,2,22,POINT (-3.295977 48.242535)
-3.295955,48.394058,2,22,POINT (-3.295955 48.394058)
-3.295882,48.813103,2,22,POINT (-3.295882 48.813103)
-3.29586834,48.62320433,1,22,POINT (-3.29586834 48.62320433)
-3.28161,47.9778,2,56,POINT (-3.28161 47.9778)
-3.279891,48.751244,2,22,POINT (-3.279891 48.751244)
-3.27615,47.8047,2,56,POINT (-3.27615 47.8047)
-3.27127,48.0368,2,56,POINT (-3.27127 48.0368)
-3.269847,48.59726,2,22,POINT (-3.269847 48.59726)
-3.26152,47.8893,2,56,POINT (-3.26152 47.8893)
-3.26137,48.7452,2,22,POINT (-3.26137 48.7452)
-3.252257,48.239723,2,22,POINT (-3.252257 48.239723)
-3.25156,47.6964,2,56,POINT (-3.25156 47.6964)
-3.24881,47.8279,2,56,POINT (-3.24881 47.8279)
-3.244457,48.777484,2,22,POINT (-3.244457 48.777484)
-3.243134,48.73119,2,22,POINT (-3.243134 48.73119)
-3.24083,47.7641,2,56,POINT (-3.24083 47.7641)
-3.238562,48.797573,2,22,POINT (-3.238562 48.797573)
-3.23566,47.736,2,56,POINT (-3.23566 47.736)
-3.228862,48.842125,2,22,POINT (-3.228862 48.842125)
-3.2262719,47.737738,3,56,POINT (-3.2262719 47.737738)
-3.223394,48.786499,2,22,POINT (-3.223394 48.786499)
-3.2229723,47.3683056,2,56,POINT (-3.2229723 47.3683056)
-3.2206389,47.3759444,2,56,POINT (-3.2206389 47.3759444)
-3.214817,48.347222,2,22,POINT (-3.214817 48.347222)
-3.20706,48.0669,2,56,POINT (-3.20706 48.0669)
-3.20627,48.6227,2,22,POINT (-3.20627 48.6227)
-3.20436,47.6577,2,56,POINT (-3.20436 47.6577)
-3.191425,48.674393,2,22,POINT (-3.191425 48.674393)
-3.18881,48.0709,2,56,POINT (-3.18881 48.0709)
-3.1873,48.517834,2,22,POINT (-3.1873 48.517834)
-3.186402,48.473217,2,22,POINT (-3.186402 48.473217)
-3.1861944,47.36075,2,56,POINT (-3.1861944 47.36075)
-3.184587,48.556637,2,22,POINT (-3.184587 48.556637)
-3.1814120500152643,47.671764210466584,3,56,POINT (-3.1814120500152643 47.671764210466584)
-3.180457,48.22707,2,22,POINT (-3.180457 48.22707)
-3.17315,47.9645,2,56,POINT (-3.17315 47.9645)
-3.16776,47.6756,2,56,POINT (-3.16776 47.6756)
-3.165161,48.61179,2,22,POINT (-3.165161 48.61179)
-3.15994,48.315102,2,22,POINT (-3.15994 48.315102)
-3.15967,47.8342,2,56,POINT (-3.15967 47.8342)
-3.159283,48.69836,2,22,POINT (-3.159283 48.69836)
-3.15921,47.3491,2,56,POINT (-3.15921 47.3491)
-3.15694,47.6411,2,56,POINT (-3.15694 47.6411)
-3.1568056,47.34725,2,56,POINT (-3.1568056 47.34725)
-3.155936,48.732681,2,22,POINT (-3.155936 48.732681)
